Species	Ensembl ID	Coverage	Identity	Ortholog ID	Coverage	Identity	Ortholog Species
Caenorhabditis_elegans	WBGene00000405	89.1566	58.1325	ENSG00000170312	99.6633	64.9832	Homo sapiens
Caenorhabditis_elegans	WBGene00000408	98.1818	56.9697	ENSG00000134058	93.6416	54.3353	Homo sapiens
Caenorhabditis_elegans	WBGene00000410	77.6151	41.6318	ENSG00000136807	99.7312	53.4946	Homo sapiens
Caenorhabditis_elegans	WBGene00000416	84.5878	32.9749	ENSG00000167193	77.6316	30.2632	Homo sapiens
Caenorhabditis_elegans	WBGene00000428	60.8187	29.8246	ENSG00000180053	34.5515	16.9435	Homo sapiens
Caenorhabditis_elegans	WBGene00000429	58.3732	23.9234	ENSG00000116035	42.069	17.2414	Homo sapiens
Caenorhabditis_elegans	WBGene00000430	64.9254	26.1194	ENSG00000169840	32.9545	13.2576	Homo sapiens
Caenorhabditis_elegans	WBGene00000434	53.0612	24.4898	ENSG00000125820	28.5714	13.1868	Homo sapiens
Caenorhabditis_elegans	WBGene00000434	55.7823	24.4898	ENSG00000136327	34.3096	15.0628	Homo sapiens
Caenorhabditis_elegans	WBGene00000434	60.5442	27.8912	ENSG00000183072	27.4691	12.6543	Homo sapiens
Caenorhabditis_elegans	WBGene00000434	61.2245	27.8912	ENSG00000125816	25.4237	11.5819	Homo sapiens
Caenorhabditis_elegans	WBGene00000434	61.2245	27.8912	ENSG00000180053	29.9003	13.6213	Homo sapiens
Caenorhabditis_elegans	WBGene00000434	61.2245	28.5714	ENSG00000119919	24.7253	11.5385	Homo sapiens
Caenorhabditis_elegans	WBGene00000434	61.2245	30.6122	ENSG00000167034	38.4615	19.2308	Homo sapiens
Caenorhabditis_elegans	WBGene00000434	61.9048	27.2109	ENSG00000136352	22.6933	9.97506	Homo sapiens
Caenorhabditis_elegans	WBGene00000434	62.585	27.8912	ENSG00000109705	27.6276	12.3123	Homo sapiens
Caenorhabditis_elegans	WBGene00000434	62.585	30.6122	ENSG00000229544	29.6774	14.5161	Homo sapiens
Caenorhabditis_elegans	WBGene00000434	66.6667	31.2925	ENSG00000235608	21.875	10.2679	Homo sapiens
Caenorhabditis_elegans	WBGene00000434	87.0748	40.1361	ENSG00000165066	48.3019	22.2642	Homo sapiens
Caenorhabditis_elegans	WBGene00000434	87.7551	41.4966	ENSG00000148826	46.5704	22.0217	Homo sapiens
Caenorhabditis_elegans	WBGene00000434	91.8367	42.1769	ENSG00000163623	36.7847	16.8937	Homo sapiens
Caenorhabditis_elegans	WBGene00000439	61.4973	14.4385	ENSG00000284484	28.75	6.75	Homo sapiens
Caenorhabditis_elegans	WBGene00000439	63.1016	13.9037	ENSG00000283755	29.1358	6.41975	Homo sapiens
Caenorhabditis_elegans	WBGene00000439	85.5615	41.1765	ENSG00000163064	40.8163	19.6429	Homo sapiens
Caenorhabditis_elegans	WBGene00000440	69.6203	32.9114	ENSG00000165462	58.0986	27.4648	Homo sapiens
Caenorhabditis_elegans	WBGene00000441	41.3284	15.4982	ENSG00000248483	68.2927	25.6098	Homo sapiens
Caenorhabditis_elegans	WBGene00000441	41.6974	16.7897	ENSG00000091010	66.8639	26.9231	Homo sapiens
Caenorhabditis_elegans	WBGene00000441	42.2509	17.7122	ENSG00000212993	63.7883	26.7409	Homo sapiens
Caenorhabditis_elegans	WBGene00000441	42.4354	18.2657	ENSG00000204531	63.8889	27.5	Homo sapiens
Caenorhabditis_elegans	WBGene00000441	43.9114	16.2362	ENSG00000151615	58.1907	21.5159	Homo sapiens
Caenorhabditis_elegans	WBGene00000441	49.4465	21.2177	ENSG00000196767	74.2382	31.856	Homo sapiens
Caenorhabditis_elegans	WBGene00000441	50.738	19.7417	ENSG00000185668	60.9756	23.7251	Homo sapiens
Caenorhabditis_elegans	WBGene00000441	54.059	25.6458	ENSG00000028277	46.9551	22.2756	Homo sapiens
Caenorhabditis_elegans	WBGene00000441	58.6716	18.6347	ENSG00000184271	52.0458	16.5303	Homo sapiens
Caenorhabditis_elegans	WBGene00000443	30.7692	7.10059	ENSG00000176679	56.2162	12.973	Homo sapiens
Caenorhabditis_elegans	WBGene00000443	33.432	9.76331	ENSG00000118707	47.6793	13.9241	Homo sapiens
Caenorhabditis_elegans	WBGene00000443	35.2071	7.98817	ENSG00000153779	49.3776	11.2033	Homo sapiens
Caenorhabditis_elegans	WBGene00000443	36.0947	9.46746	ENSG00000177426	44.8529	11.7647	Homo sapiens
Caenorhabditis_elegans	WBGene00000443	59.7633	17.7515	ENSG00000105419	53.8667	16	Homo sapiens
Caenorhabditis_elegans	WBGene00000443	60.0592	17.4556	ENSG00000160199	46.5596	13.5321	Homo sapiens
Caenorhabditis_elegans	WBGene00000443	60.0592	18.9349	ENSG00000143995	52.0513	16.4103	Homo sapiens
Caenorhabditis_elegans	WBGene00000443	60.9467	17.7515	ENSG00000165495	43.6441	12.7119	Homo sapiens
Caenorhabditis_elegans	WBGene00000443	65.6805	18.6391	ENSG00000134138	46.5409	13.2075	Homo sapiens
Caenorhabditis_elegans	WBGene00000443	91.1243	52.6627	ENSG00000105717	82.3529	47.5936	Homo sapiens
Caenorhabditis_elegans	WBGene00000443	92.8994	58.5799	ENSG00000167081	72.3502	45.6221	Homo sapiens
Caenorhabditis_elegans	WBGene00000443	92.8994	58.5799	ENSG00000185630	73.0233	46.0465	Homo sapiens
Caenorhabditis_elegans	WBGene00000443	93.4911	58.5799	ENSG00000204304	73.4884	46.0465	Homo sapiens
Caenorhabditis_elegans	WBGene00000444	57.7778	21.4141	ENSG00000205922	57.8947	21.4575	Homo sapiens
Caenorhabditis_elegans	WBGene00000444	59.3939	23.0303	ENSG00000169856	63.2258	24.5161	Homo sapiens
Caenorhabditis_elegans	WBGene00000444	62.2222	23.8384	ENSG00000119547	61.1111	23.4127	Homo sapiens
Caenorhabditis_elegans	WBGene00000445	53.8259	21.1082	ENSG00000180053	67.7741	26.5781	Homo sapiens
Caenorhabditis_elegans	WBGene00000447	42.1405	18.3946	ENSG00000167034	53.8462	23.5043	Homo sapiens
Caenorhabditis_elegans	WBGene00000447	43.8127	18.3946	ENSG00000229544	42.2581	17.7419	Homo sapiens
Caenorhabditis_elegans	WBGene00000447	45.1505	17.0569	ENSG00000148826	48.7365	18.4116	Homo sapiens
Caenorhabditis_elegans	WBGene00000447	45.485	16.0535	ENSG00000165066	51.3208	18.1132	Homo sapiens
Caenorhabditis_elegans	WBGene00000447	48.8294	19.398	ENSG00000235608	32.5893	12.9464	Homo sapiens
Caenorhabditis_elegans	WBGene00000447	49.4983	20.0669	ENSG00000109705	44.4444	18.018	Homo sapiens
Caenorhabditis_elegans	WBGene00000447	49.8328	18.7291	ENSG00000163623	40.5995	15.2589	Homo sapiens
Caenorhabditis_elegans	WBGene00000447	52.1739	24.0803	ENSG00000136327	65.272	30.1255	Homo sapiens
Caenorhabditis_elegans	WBGene00000447	52.1739	26.7559	ENSG00000125820	57.1429	29.304	Homo sapiens
Caenorhabditis_elegans	WBGene00000447	59.1973	27.7592	ENSG00000183072	54.6296	25.6173	Homo sapiens
Caenorhabditis_elegans	WBGene00000447	59.1973	30.1003	ENSG00000125816	50	25.4237	Homo sapiens
Caenorhabditis_elegans	WBGene00000447	60.2007	28.4281	ENSG00000180053	59.8007	28.2392	Homo sapiens
Caenorhabditis_elegans	WBGene00000447	60.8696	30.7692	ENSG00000119919	50	25.2747	Homo sapiens
Caenorhabditis_elegans	WBGene00000447	62.8763	32.107	ENSG00000136352	46.8828	23.9401	Homo sapiens
Caenorhabditis_elegans	WBGene00000448	57.9125	20.5387	ENSG00000119608	58.1081	20.6081	Homo sapiens
Caenorhabditis_elegans	WBGene00000448	67.8451	26.431	ENSG00000117707	54.6811	21.3026	Homo sapiens
Caenorhabditis_elegans	WBGene00000450	52.7363	19.403	ENSG00000165066	40	14.717	Homo sapiens
Caenorhabditis_elegans	WBGene00000450	54.2289	19.403	ENSG00000148826	39.3502	14.0794	Homo sapiens
Caenorhabditis_elegans	WBGene00000450	54.7264	23.8806	ENSG00000229544	35.4839	15.4839	Homo sapiens
Caenorhabditis_elegans	WBGene00000450	59.7015	21.393	ENSG00000163623	32.6975	11.7166	Homo sapiens
Caenorhabditis_elegans	WBGene00000450	60.6965	24.3781	ENSG00000235608	27.2321	10.9375	Homo sapiens
Caenorhabditis_elegans	WBGene00000450	61.194	24.8756	ENSG00000167034	52.5641	21.3675	Homo sapiens
Caenorhabditis_elegans	WBGene00000450	61.6915	28.3582	ENSG00000125820	45.4212	20.8791	Homo sapiens
Caenorhabditis_elegans	WBGene00000450	62.6866	28.3582	ENSG00000136327	52.7197	23.8494	Homo sapiens
Caenorhabditis_elegans	WBGene00000450	64.6766	23.8806	ENSG00000109705	39.039	14.4144	Homo sapiens
Caenorhabditis_elegans	WBGene00000450	69.1542	32.3383	ENSG00000180053	46.1794	21.5947	Homo sapiens
Caenorhabditis_elegans	WBGene00000450	70.1493	31.3433	ENSG00000125816	39.8305	17.7966	Homo sapiens
Caenorhabditis_elegans	WBGene00000450	73.1343	34.8259	ENSG00000136352	36.6584	17.4564	Homo sapiens
Caenorhabditis_elegans	WBGene00000450	74.6269	36.3184	ENSG00000119919	41.2088	20.0549	Homo sapiens
Caenorhabditis_elegans	WBGene00000450	75.1244	36.3184	ENSG00000183072	46.6049	22.5309	Homo sapiens
Caenorhabditis_elegans	WBGene00000451	48.1013	21.519	ENSG00000131668	44.8819	20.0787	Homo sapiens
Caenorhabditis_elegans	WBGene00000451	54.8523	22.3629	ENSG00000043039	46.595	18.9964	Homo sapiens
Caenorhabditis_elegans	WBGene00000451	81.0127	43.038	ENSG00000125492	58.7156	31.1927	Homo sapiens
Caenorhabditis_elegans	WBGene00000451	83.5443	40.0844	ENSG00000143032	51.1628	24.5478	Homo sapiens
Caenorhabditis_elegans	WBGene00000452	46.5385	18.8462	ENSG00000131668	47.6378	19.2913	Homo sapiens
Caenorhabditis_elegans	WBGene00000452	54.6154	20.7692	ENSG00000043039	50.8961	19.3548	Homo sapiens
Caenorhabditis_elegans	WBGene00000452	76.9231	35	ENSG00000125492	61.1621	27.8287	Homo sapiens
Caenorhabditis_elegans	WBGene00000452	77.3077	32.6923	ENSG00000143032	51.938	21.9638	Homo sapiens
Caenorhabditis_elegans	WBGene00000453	50.1139	30.2961	ENSG00000184302	89.4309	54.065	Homo sapiens
Caenorhabditis_elegans	WBGene00000453	53.5308	26.6515	ENSG00000170577	80.756	40.2062	Homo sapiens
Caenorhabditis_elegans	WBGene00000453	55.3531	31.6629	ENSG00000138083	73.1928	41.8675	Homo sapiens
Caenorhabditis_elegans	WBGene00000453	56.2642	13.8952	ENSG00000227059	51.1387	12.6294	Homo sapiens
Caenorhabditis_elegans	WBGene00000453	72.8929	27.7904	ENSG00000177045	43.3018	16.5088	Homo sapiens
Caenorhabditis_elegans	WBGene00000453	76.7654	31.6629	ENSG00000100625	43.1498	17.7977	Homo sapiens
Caenorhabditis_elegans	WBGene00000455	74.6094	21.4844	ENSG00000227059	39.5445	11.3872	Homo sapiens
Caenorhabditis_elegans	WBGene00000455	87.1094	42.1875	ENSG00000100625	28.5531	13.8284	Homo sapiens
Caenorhabditis_elegans	WBGene00000459	54.4892	22.1362	ENSG00000205922	71.2551	28.9474	Homo sapiens
Caenorhabditis_elegans	WBGene00000459	55.1084	24.1486	ENSG00000169856	76.5591	33.5484	Homo sapiens
Caenorhabditis_elegans	WBGene00000459	58.0495	24.7678	ENSG00000119547	74.4048	31.746	Homo sapiens
Caenorhabditis_elegans	WBGene00000460	69.4236	26.817	ENSG00000205922	56.0729	21.6599	Homo sapiens
Caenorhabditis_elegans	WBGene00000460	70.4261	28.5714	ENSG00000119547	55.754	22.619	Homo sapiens
Caenorhabditis_elegans	WBGene00000460	71.6792	29.8246	ENSG00000169856	61.5054	25.5914	Homo sapiens
Caenorhabditis_elegans	WBGene00000463	43.617	18.4397	ENSG00000188909	52.7897	22.3176	Homo sapiens
Caenorhabditis_elegans	WBGene00000463	44.3262	14.539	ENSG00000151650	48.4496	15.8915	Homo sapiens
Caenorhabditis_elegans	WBGene00000463	50.3546	20.2128	ENSG00000111704	46.5574	18.6885	Homo sapiens
Caenorhabditis_elegans	WBGene00000463	50.3546	20.2128	ENSG00000255192	46.5574	18.6885	Homo sapiens
Caenorhabditis_elegans	WBGene00000463	55.3191	26.9504	ENSG00000108813	65	31.6667	Homo sapiens
Caenorhabditis_elegans	WBGene00000463	57.0922	26.9504	ENSG00000144355	63.1373	29.8039	Homo sapiens
Caenorhabditis_elegans	WBGene00000463	57.0922	29.7872	ENSG00000064195	56.0976	29.2683	Homo sapiens
Caenorhabditis_elegans	WBGene00000463	57.0922	30.8511	ENSG00000105880	55.7093	30.1038	Homo sapiens
Caenorhabditis_elegans	WBGene00000463	59.9291	30.8511	ENSG00000115844	51.5244	26.5244	Homo sapiens
Caenorhabditis_elegans	WBGene00000464	79.5758	22.6237	ENSG00000111249	68.1696	19.3809	Homo sapiens
Caenorhabditis_elegans	WBGene00000464	79.8115	25.5302	ENSG00000257923	67.5083	21.5947	Homo sapiens
Caenorhabditis_elegans	WBGene00000468	77.037	40	ENSG00000215397	67.7524	35.1792	Homo sapiens
Caenorhabditis_elegans	WBGene00000468	82.2222	41.4815	ENSG00000261678	63.7931	32.1839	Homo sapiens
Caenorhabditis_elegans	WBGene00000472	97.5962	49.0385	ENSG00000060138	54.5699	27.4194	Homo sapiens
Caenorhabditis_elegans	WBGene00000473	43.4457	16.1049	ENSG00000131914	55.5024	20.5742	Homo sapiens
Caenorhabditis_elegans	WBGene00000473	47.191	16.8539	ENSG00000187772	50.4	18	Homo sapiens
Caenorhabditis_elegans	WBGene00000473	66.6667	24.3446	ENSG00000006047	48.9011	17.8571	Homo sapiens
Caenorhabditis_elegans	WBGene00000473	69.6629	31.8352	ENSG00000065978	57.4074	26.2346	Homo sapiens
Caenorhabditis_elegans	WBGene00000474	43.7736	16.9811	ENSG00000131914	55.5024	21.5311	Homo sapiens
Caenorhabditis_elegans	WBGene00000474	47.5472	16.9811	ENSG00000187772	50.4	18	Homo sapiens
Caenorhabditis_elegans	WBGene00000474	66.7924	23.7736	ENSG00000006047	48.6264	17.3077	Homo sapiens
Caenorhabditis_elegans	WBGene00000474	69.8113	30.566	ENSG00000065978	57.0988	25	Homo sapiens
Caenorhabditis_elegans	WBGene00000475	42.517	16.3265	ENSG00000131914	59.8086	22.9665	Homo sapiens
Caenorhabditis_elegans	WBGene00000475	42.8571	17.3469	ENSG00000187772	50.4	20.4	Homo sapiens
Caenorhabditis_elegans	WBGene00000475	62.585	24.8299	ENSG00000006047	50.5494	20.0549	Homo sapiens
Caenorhabditis_elegans	WBGene00000475	67.6871	33.6735	ENSG00000065978	61.4198	30.5556	Homo sapiens
Caenorhabditis_elegans	WBGene00000476	56.7452	28.2655	ENSG00000205143	64.3204	32.0388	Homo sapiens
Caenorhabditis_elegans	WBGene00000476	71.7345	32.9764	ENSG00000179361	59.8214	27.5	Homo sapiens
Caenorhabditis_elegans	WBGene00000476	71.9486	38.1156	ENSG00000116017	56.661	30.0169	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	30.4029	9.89011	ENSG00000185177	15.8397	5.15267	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	34.0659	10.2564	ENSG00000197134	16.5187	4.97336	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	34.0659	7.32601	ENSG00000178150	22.3022	4.79616	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	34.4322	10.989	ENSG00000197020	17.3432	5.53506	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	34.7985	10.6227	ENSG00000283201	19.3878	5.91837	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	35.1648	10.6227	ENSG00000183850	19.0855	5.76541	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	35.1648	10.989	ENSG00000198039	16.8717	5.27241	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	35.1648	11.3553	ENSG00000237440	17.9104	5.78358	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	35.1648	11.3553	ENSG00000268696	18.7134	6.04288	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	35.1648	11.7216	ENSG00000196705	16.6667	5.55556	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	35.1648	12.0879	ENSG00000160229	16.7539	5.75916	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	35.1648	12.0879	ENSG00000197360	16.7832	5.76923	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	35.1648	12.0879	ENSG00000197372	16.9014	5.80986	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	35.1648	12.8205	ENSG00000146757	16.3823	5.9727	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	35.1648	12.8205	ENSG00000256771	19.2385	7.01403	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	35.1648	13.1868	ENSG00000188171	18.1818	6.81818	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	35.5311	12.4542	ENSG00000118620	17.0175	5.96491	Homo sapiens
Caenorhabditis_elegans	WBGene00000483	71.0623	25.641	ENSG00000173041	36.6038	13.2075	Homo sapiens
Caenorhabditis_elegans	WBGene00000499	92.8571	32.3529	ENSG00000183765	81.3996	28.361	Homo sapiens
Caenorhabditis_elegans	WBGene00000519	74.8159	19.4404	ENSG00000196419	83.4154	21.6749	Homo sapiens
Caenorhabditis_elegans	WBGene00000521	72.929	23.8166	ENSG00000174576	61.4713	20.0748	Homo sapiens
Caenorhabditis_elegans	WBGene00000584	39.8438	13.2812	ENSG00000136327	42.6778	14.2259	Homo sapiens
Caenorhabditis_elegans	WBGene00000584	40.2344	14.0625	ENSG00000180053	34.2193	11.9601	Homo sapiens
Caenorhabditis_elegans	WBGene00000793	36.4486	9.11215	ENSG00000107175	42.0485	10.5121	Homo sapiens
Caenorhabditis_elegans	WBGene00000793	41.3551	9.11215	ENSG00000143578	44.8101	9.87342	Homo sapiens
Caenorhabditis_elegans	WBGene00000793	43.9252	9.34579	ENSG00000213676	26.7425	5.6899	Homo sapiens
Caenorhabditis_elegans	WBGene00000793	45.7944	10.7477	ENSG00000060566	42.5163	9.97831	Homo sapiens
Caenorhabditis_elegans	WBGene00000793	45.7944	9.81308	ENSG00000118217	29.2537	6.26866	Homo sapiens
Caenorhabditis_elegans	WBGene00000793	47.4299	12.1495	ENSG00000157613	39.1137	10.0193	Homo sapiens
Caenorhabditis_elegans	WBGene00000793	48.8318	12.6168	ENSG00000182158	40.1923	10.3846	Homo sapiens
Caenorhabditis_elegans	WBGene00000793	52.1028	20.5607	ENSG00000123268	82.2878	32.4723	Homo sapiens
Caenorhabditis_elegans	WBGene00000793	53.7383	24.2991	ENSG00000095794	76.9231	34.7826	Homo sapiens
Caenorhabditis_elegans	WBGene00000793	62.6168	25.2336	ENSG00000118260	81.9572	33.0275	Homo sapiens
Caenorhabditis_elegans	WBGene00000802	97.9747	63.7975	ENSG00000179218	92.8058	60.4317	Homo sapiens
Caenorhabditis_elegans	WBGene00000814	88.6869	56.5657	ENSG00000166200	99.0971	63.2054	Homo sapiens
Caenorhabditis_elegans	WBGene00000817	87.5	50.8152	ENSG00000121022	96.4072	55.988	Homo sapiens
Caenorhabditis_elegans	WBGene00000857	79.0323	38.7097	ENSG00000154342	83.5227	40.9091	Homo sapiens
Caenorhabditis_elegans	WBGene00000857	79.0323	44.3548	ENSG00000162552	83.7607	47.0085	Homo sapiens
Caenorhabditis_elegans	WBGene00000863	44.7423	12.5773	ENSG00000110092	73.5593	20.678	Homo sapiens
Caenorhabditis_elegans	WBGene00000871	42.5573	10.4962	ENSG00000110092	75.5932	18.6441	Homo sapiens
Caenorhabditis_elegans	WBGene00000871	54.5802	18.1298	ENSG00000145386	66.2037	21.9907	Homo sapiens
Caenorhabditis_elegans	WBGene00000871	54.771	19.4656	ENSG00000105173	70	24.878	Homo sapiens
Caenorhabditis_elegans	WBGene00000871	55.1527	17.1756	ENSG00000133101	62.1505	19.3548	Homo sapiens
Caenorhabditis_elegans	WBGene00000914	41.6149	8.81988	ENSG00000196460	70.8245	15.0106	Homo sapiens
Caenorhabditis_elegans	WBGene00000914	55.9006	19.8758	ENSG00000111783	61.2245	21.7687	Homo sapiens
Caenorhabditis_elegans	WBGene00000914	61.9876	18.6335	ENSG00000185002	53.7716	16.1638	Homo sapiens
Caenorhabditis_elegans	WBGene00000914	71.1801	28.8199	ENSG00000080298	76.502	30.9746	Homo sapiens
Caenorhabditis_elegans	WBGene00000914	72.6708	28.9441	ENSG00000087903	80.9129	32.2268	Homo sapiens
Caenorhabditis_elegans	WBGene00000914	81.6149	31.1801	ENSG00000132005	67.1093	25.6384	Homo sapiens
Caenorhabditis_elegans	WBGene00000958	88.3403	36.5546	ENSG00000145214	89.2781	36.9427	Homo sapiens
Caenorhabditis_elegans	WBGene00001028	90.7895	37.9386	ENSG00000103423	86.25	36.0417	Homo sapiens
Caenorhabditis_elegans	WBGene00001029	91.1715	40.2377	ENSG00000105821	86.4734	38.1642	Homo sapiens
Caenorhabditis_elegans	WBGene00001031	90.6344	54.0785	ENSG00000132002	88.2353	52.6471	Homo sapiens
Caenorhabditis_elegans	WBGene00001049	79.2472	28.179	ENSG00000136492	62.3699	22.1777	Homo sapiens
Caenorhabditis_elegans	WBGene00001061	56.8562	20.0669	ENSG00000183434	83.9506	29.6296	Homo sapiens
Caenorhabditis_elegans	WBGene00001061	57.6923	25.9197	ENSG00000198176	84.1463	37.8049	Homo sapiens
Caenorhabditis_elegans	WBGene00001061	60.5351	24.2475	ENSG00000114126	81.1659	32.5112	Homo sapiens
Caenorhabditis_elegans	WBGene00001092	90.7609	39.6739	ENSG00000117505	94.8864	41.4773	Homo sapiens
Caenorhabditis_elegans	WBGene00001096	79.0323	25.4839	ENSG00000100987	67.1233	21.6438	Homo sapiens
Caenorhabditis_elegans	WBGene00001102	69.8287	31.2253	ENSG00000161202	74.0223	33.1006	Homo sapiens
Caenorhabditis_elegans	WBGene00001121	92.638	49.4888	ENSG00000111837	69.9074	37.3457	Homo sapiens
Caenorhabditis_elegans	WBGene00001161	68.7134	23.3918	ENSG00000007968	53.7757	18.3066	Homo sapiens
Caenorhabditis_elegans	WBGene00001162	58.2524	21.6019	ENSG00000007968	54.9199	20.3661	Homo sapiens
Caenorhabditis_elegans	WBGene00001182	22.1277	11.0638	ENSG00000168875	43.3333	21.6667	Homo sapiens
Caenorhabditis_elegans	WBGene00001182	24.6809	11.0638	ENSG00000177732	36.8254	16.5079	Homo sapiens
Caenorhabditis_elegans	WBGene00001182	25.5319	10.4255	ENSG00000129194	51.5021	21.03	Homo sapiens
Caenorhabditis_elegans	WBGene00001182	25.9574	10.8511	ENSG00000134595	27.3543	11.435	Homo sapiens
